time	V(vout)	I(I1)
7.953573245337520e-006	8.956934e-002	5.000000e-004
7.956716102480380e-006	9.094864e-002	5.000000e-004
7.959858959623238e-006	9.219426e-002	5.000000e-004
7.963001816766096e-006	9.333906e-002	5.000000e-004
7.966144673908956e-006	9.440479e-002	5.000000e-004
7.969287531051814e-006	9.539147e-002	5.000000e-004
7.972430388194673e-006	9.629908e-002	5.000000e-004
7.975573245337531e-006	9.712762e-002	5.000000e-004
7.978716102480391e-006	9.787711e-002	5.000000e-004
7.981858959623249e-006	9.854753e-002	5.000000e-004
7.985001816766107e-006	9.916592e-002	5.000000e-004
7.988144673908967e-006	9.974113e-002	5.000000e-004
7.991287531051825e-006	1.002732e-001	5.000000e-004
7.994430388194684e-006	1.007620e-001	5.000000e-004
7.997573245337542e-006	1.012077e-001	5.000000e-004
8.000716102480402e-006	1.016103e-001	5.000000e-004
8.003858959623260e-006	1.019696e-001	5.000000e-004
8.007001816766118e-006	1.023013e-001	5.000000e-004
8.010144673908978e-006	1.026098e-001	5.000000e-004
8.013287531051836e-006	1.028951e-001	5.000000e-004
8.016430388194695e-006	1.031572e-001	5.000000e-004
8.019573245337553e-006	1.033961e-001	5.000000e-004
8.022716102480413e-006	1.036117e-001	5.000000e-004
8.025858959623271e-006	1.038042e-001	5.000000e-004
8.028001816766129e-006	1.039280e-001	5.000000e-004
8.030144673908988e-006	1.040455e-001	5.000000e-004
8.032287531051845e-006	1.041567e-001	5.000000e-004
8.034430388194704e-006	1.042614e-001	5.000000e-004
8.036573245337562e-006	1.043599e-001	5.000000e-004
8.038716102480421e-006	1.044520e-001	5.000000e-004
8.040858959623278e-006	1.045377e-001	5.000000e-004
8.041858959623279e-006	1.045764e-001	5.000000e-004
8.045144673908995e-006	1.046939e-001	5.000000e-004
8.048430388194711e-006	1.048029e-001	5.000000e-004
8.051716102480427e-006	1.049034e-001	5.000000e-004
8.055001816766142e-006	1.049954e-001	5.000000e-004
8.058287531051858e-006	1.050789e-001	5.000000e-004
8.061573245337574e-006	1.051539e-001	5.000000e-004
8.064858959623290e-006	1.052203e-001	5.000000e-004
8.068287531051863e-006	1.052839e-001	5.000000e-004
8.071716102480437e-006	1.053428e-001	5.000000e-004
8.075144673909010e-006	1.053969e-001	5.000000e-004
8.078573245337583e-006	1.054462e-001	5.000000e-004
8.082001816766155e-006	1.054908e-001	5.000000e-004
8.085430388194730e-006	1.055306e-001	5.000000e-004
8.088858959623302e-006	1.055656e-001	5.000000e-004
8.092430388194733e-006	1.055991e-001	5.000000e-004
8.096001816766162e-006	1.056299e-001	5.000000e-004
8.099573245337593e-006	1.056581e-001	5.000000e-004
8.103144673909024e-006	1.056838e-001	5.000000e-004
8.106716102480455e-006	1.057069e-001	5.000000e-004
8.110287531051884e-006	1.057274e-001	5.000000e-004
8.113858959623315e-006	1.057454e-001	5.000000e-004
8.117858959623317e-006	1.057636e-001	5.000000e-004
8.121858959623319e-006	1.057803e-001	5.000000e-004
8.125858959623321e-006	1.057954e-001	5.000000e-004
8.129858959623323e-006	1.058090e-001	5.000000e-004
8.133858959623325e-006	1.058211e-001	5.000000e-004
8.137858959623327e-006	1.058317e-001	5.000000e-004
8.141858959623329e-006	1.058407e-001	5.000000e-004
8.146716102480475e-006	1.058505e-001	5.000000e-004
8.151573245337619e-006	1.058593e-001	5.000000e-004
8.156430388194765e-006	1.058672e-001	5.000000e-004
8.161287531051909e-006	1.058742e-001	5.000000e-004
8.166144673909055e-006	1.058802e-001	5.000000e-004
8.171001816766200e-006	1.058852e-001	5.000000e-004
8.175858959623346e-006	1.058894e-001	5.000000e-004
8.182430388194778e-006	1.058942e-001	5.000000e-004
8.189001816766209e-006	1.058984e-001	5.000000e-004
8.195573245337641e-006	1.059021e-001	5.000000e-004
8.202144673909073e-006	1.059053e-001	5.000000e-004
8.208716102480506e-006	1.059078e-001	5.000000e-004
8.215287531051936e-006	1.059098e-001	5.000000e-004
8.221858959623369e-006	1.059112e-001	5.000000e-004
8.232716102480518e-006	1.059132e-001	5.000000e-004
8.243573245337665e-006	1.059148e-001	5.000000e-004
8.254430388194814e-006	1.059161e-001	5.000000e-004
8.265287531051961e-006	1.059171e-001	5.000000e-004
8.276144673909110e-006	1.059179e-001	5.000000e-004
8.287001816766258e-006	1.059184e-001	5.000000e-004
8.297858959623407e-006	1.059185e-001	5.000000e-004
8.341858959623429e-006	1.059193e-001	5.000000e-004
8.641858959623578e-006	1.059200e-001	5.000000e-004
8.941858959623728e-006	1.059205e-001	5.000000e-004
9.241858959623877e-006	1.059209e-001	5.000000e-004
9.541858959624027e-006	1.059214e-001	5.000000e-004
9.841858959624177e-006	1.059219e-001	5.000000e-004
9.900999999999999e-006	1.059220e-001	5.000000e-004
9.901030751549047e-006	1.059217e-001	4.846242e-004
9.901092254647144e-006	1.059206e-001	4.538727e-004
9.901215260843339e-006	1.059150e-001	3.923696e-004
9.901461273235727e-006	1.058960e-001	2.693634e-004
9.901611103677311e-006	1.058799e-001	1.944482e-004
9.901700339116832e-006	1.058676e-001	1.498304e-004
9.901821529120957e-006	1.058471e-001	8.923544e-005
9.901999999999999e-006	1.058124e-001	0.000000e+000
9.902017847087904e-006	1.058083e-001	0.000000e+000
9.902053541263712e-006	1.058000e-001	0.000000e+000
9.902124929615329e-006	1.057834e-001	0.000000e+000
9.902267706318564e-006	1.057490e-001	0.000000e+000
9.902553259725032e-006	1.056738e-001	0.000000e+000
9.902885021529437e-006	1.055726e-001	0.000000e+000
9.903546951365778e-006	1.053332e-001	0.000000e+000
9.904337632944383e-006	1.049926e-001	0.000000e+000
9.905337632944383e-006	1.044840e-001	0.000000e+000
9.906337632944384e-006	1.039000e-001	0.000000e+000
9.907337632944384e-006	1.032468e-001	0.000000e+000
9.908337632944385e-006	1.025344e-001	0.000000e+000
9.909337632944385e-006	1.017719e-001	0.000000e+000
9.910337632944386e-006	1.009673e-001	0.000000e+000
9.911337632944386e-006	1.001277e-001	0.000000e+000
9.912337632944387e-006	9.925967e-002	0.000000e+000
9.913337632944387e-006	9.836882e-002	0.000000e+000
9.915337632944388e-006	9.653860e-002	0.000000e+000
9.917337632944389e-006	9.467139e-002	0.000000e+000
9.919337632944390e-006	9.279413e-002	0.000000e+000
9.922337632944392e-006	9.000391e-002	0.000000e+000
9.924194775801536e-006	8.830148e-002	0.000000e+000
9.926051918658679e-006	8.664806e-002	0.000000e+000
9.927909061515824e-006	8.504364e-002	0.000000e+000
9.929766204372966e-006	8.348823e-002	0.000000e+000
9.931623347230111e-006	8.198181e-002	0.000000e+000
9.933480490087254e-006	8.052441e-002	0.000000e+000
9.935337632944398e-006	7.911600e-002	0.000000e+000
9.938480490087256e-006	7.688856e-002	0.000000e+000
9.941623347230116e-006	7.480334e-002	0.000000e+000
9.944766204372974e-006	7.286033e-002	0.000000e+000
9.947909061515834e-006	7.105955e-002	0.000000e+000
9.951051918658692e-006	6.940099e-002	0.000000e+000
9.954194775801551e-006	6.788465e-002	0.000000e+000
9.957337632944409e-006	6.651054e-002	0.000000e+000
9.960480490087267e-006	6.524930e-002	0.000000e+000
9.963623347230127e-006	6.407483e-002	0.000000e+000
9.966766204372985e-006	6.298713e-002	0.000000e+000
9.969909061515845e-006	6.198619e-002	0.000000e+000
9.973051918658703e-006	6.107201e-002	0.000000e+000
9.976194775801562e-006	6.024461e-002	0.000000e+000
9.979337632944420e-006	5.950397e-002	0.000000e+000
9.982480490087278e-006	5.882100e-002	0.000000e+000
9.985623347230138e-006	5.818568e-002	0.000000e+000
9.988766204372996e-006	5.759800e-002	0.000000e+000
9.991909061515856e-006	5.705797e-002	0.000000e+000
9.995051918658714e-006	5.656559e-002	0.000000e+000
9.998194775801573e-006	5.612085e-002	0.000000e+000
1.000133763294443e-005	5.572375e-002	0.000000e+000
1.000448049008729e-005	5.535723e-002	0.000000e+000
1.000762334723015e-005	5.501634e-002	0.000000e+000
1.001076620437301e-005	5.470110e-002	0.000000e+000
1.001390906151587e-005	5.441151e-002	0.000000e+000
1.001705191865872e-005	5.414755e-002	0.000000e+000
1.002019477580158e-005	5.390924e-002	0.000000e+000
1.002333763294444e-005	5.369657e-002	0.000000e+000
1.002662334723016e-005	5.349199e-002	0.000000e+000
1.002990906151587e-005	5.330223e-002	0.000000e+000
1.003319477580159e-005	5.312730e-002	0.000000e+000
1.003648049008731e-005	5.296719e-002	0.000000e+000
1.003976620437302e-005	5.282190e-002	0.000000e+000
1.004305191865874e-005	5.269144e-002	0.000000e+000
1.004633763294445e-005	5.257580e-002	0.000000e+000
1.004962334723017e-005	5.246933e-002	0.000000e+000
1.005290906151589e-005	5.237056e-002	0.000000e+000
1.005619477580160e-005	5.227952e-002	0.000000e+000
1.005948049008732e-005	5.219619e-002	0.000000e+000
1.006276620437303e-005	5.212057e-002	0.000000e+000
1.006605191865875e-005	5.205267e-002	0.000000e+000
1.006933763294447e-005	5.199249e-002	0.000000e+000
1.007276620437304e-005	5.193486e-002	0.000000e+000
1.007619477580161e-005	5.188155e-002	0.000000e+000
1.007962334723019e-005	5.183255e-002	0.000000e+000
1.008305191865876e-005	5.178787e-002	0.000000e+000
1.008648049008733e-005	5.174749e-002	0.000000e+000
1.008990906151590e-005	5.171144e-002	0.000000e+000
1.009333763294448e-005	5.167970e-002	0.000000e+000
1.009705191865876e-005	5.164833e-002	0.000000e+000
1.010076620437305e-005	5.161946e-002	0.000000e+000
1.010448049008734e-005	5.159308e-002	0.000000e+000
1.010819477580163e-005	5.156920e-002	0.000000e+000
1.011190906151592e-005	5.154782e-002	0.000000e+000
1.011562334723020e-005	5.152892e-002	0.000000e+000
1.011933763294449e-005	5.151252e-002	0.000000e+000
1.012533763294449e-005	5.148855e-002	0.000000e+000
1.012962334723021e-005	5.147417e-002	0.000000e+000
1.013390906151593e-005	5.146106e-002	0.000000e+000
1.013819477580164e-005	5.144922e-002	0.000000e+000
1.014248049008736e-005	5.143864e-002	0.000000e+000
1.014676620437308e-005	5.142934e-002	0.000000e+000
1.015105191865879e-005	5.142131e-002	0.000000e+000
1.015533763294451e-005	5.141455e-002	0.000000e+000
1.016062334723023e-005	5.140718e-002	0.000000e+000
1.016590906151594e-005	5.140055e-002	0.000000e+000
1.017119477580166e-005	5.139469e-002	0.000000e+000
1.017648049008738e-005	5.138957e-002	0.000000e+000
1.018176620437309e-005	5.138521e-002	0.000000e+000
1.018705191865881e-005	5.138160e-002	0.000000e+000
1.019233763294453e-005	5.137874e-002	0.000000e+000
1.020005191865882e-005	5.137522e-002	0.000000e+000
1.020776620437311e-005	5.137216e-002	0.000000e+000
1.021548049008739e-005	5.136954e-002	0.000000e+000
1.022319477580169e-005	5.136739e-002	0.000000e+000
1.023090906151598e-005	5.136568e-002	0.000000e+000
1.023862334723026e-005	5.136443e-002	0.000000e+000
1.024633763294455e-005	5.136363e-002	0.000000e+000
1.026119477580170e-005	5.136245e-002	0.000000e+000
1.027605191865885e-005	5.136147e-002	0.000000e+000
1.029090906151601e-005	5.136070e-002	0.000000e+000
1.030576620437315e-005	5.136013e-002	0.000000e+000
1.032062334723031e-005	5.135978e-002	0.000000e+000
1.033548049008745e-005	5.135962e-002	0.000000e+000
1.035033763294461e-005	5.135968e-002	0.000000e+000
1.042533763294464e-005	5.135948e-002	0.000000e+000
1.072533763294479e-005	5.135941e-002	0.000000e+000
1.102533763294494e-005	5.135937e-002	0.000000e+000
1.132533763294509e-005	5.135932e-002	0.000000e+000
1.162533763294524e-005	5.135928e-002	0.000000e+000
1.190000000000000e-005	5.135924e-002	0.000000e+000
1.190010000000000e-005	5.136218e-002	5.000000e-005
1.190030000000000e-005	5.137369e-002	1.500000e-004
1.190060000000000e-005	5.140690e-002	3.000000e-004
1.190100000000000e-005	5.147089e-002	5.000000e-004
1.190104000000000e-005	5.148002e-002	5.000000e-004
1.190112000000000e-005	5.149858e-002	5.000000e-004
1.190128000000000e-005	5.153728e-002	5.000000e-004
1.190154315302943e-005	5.160627e-002	5.000000e-004
1.190182768926411e-005	5.169035e-002	5.000000e-004
1.190224350284560e-005	5.183174e-002	5.000000e-004
1.190285902988529e-005	5.207753e-002	5.000000e-004
1.190385902988529e-005	5.254835e-002	5.000000e-004
1.190485902988529e-005	5.309549e-002	5.000000e-004
1.190585902988529e-005	5.371704e-002	5.000000e-004
1.190685902988530e-005	5.440239e-002	5.000000e-004
1.190785902988530e-005	5.514206e-002	5.000000e-004
1.190885902988530e-005	5.592755e-002	5.000000e-004
1.190985902988530e-005	5.675127e-002	5.000000e-004
1.191085902988530e-005	5.760647e-002	5.000000e-004
1.191185902988530e-005	5.848708e-002	5.000000e-004
1.191385902988530e-005	6.030361e-002	5.000000e-004
1.191585902988530e-005	6.216456e-002	5.000000e-004
1.191685902988530e-005	6.310251e-002	5.000000e-004
1.191985902988530e-005	6.591178e-002	5.000000e-004
1.192285902988530e-005	6.866893e-002	5.000000e-004
1.192485902988530e-005	7.046548e-002	5.000000e-004
1.192685902988531e-005	7.220178e-002	5.000000e-004
1.192885902988531e-005	7.387785e-002	5.000000e-004
1.193085902988531e-005	7.549368e-002	5.000000e-004
1.193285902988531e-005	7.704927e-002	5.000000e-004
1.193485902988531e-005	7.854462e-002	5.000000e-004
1.193685902988531e-005	7.997973e-002	5.000000e-004
1.194000188702817e-005	8.207778e-002	5.000000e-004
1.194314474417103e-005	8.403964e-002	5.000000e-004
1.194628760131389e-005	8.586529e-002	5.000000e-004
1.194943045845675e-005	8.755475e-002	5.000000e-004
1.195257331559960e-005	8.910801e-002	5.000000e-004
1.195571617274246e-005	9.052507e-002	5.000000e-004
1.195885902988532e-005	9.180593e-002	5.000000e-004
1.196200188702818e-005	9.298273e-002	5.000000e-004
1.196514474417104e-005	9.407834e-002	5.000000e-004
1.196828760131390e-005	9.509276e-002	5.000000e-004
1.197143045845676e-005	9.602599e-002	5.000000e-004
1.197457331559961e-005	9.687803e-002	5.000000e-004
1.197771617274247e-005	9.764888e-002	5.000000e-004
1.198085902988533e-005	9.833854e-002	5.000000e-004
1.198400188702819e-005	9.897463e-002	5.000000e-004
1.198714474417105e-005	9.956632e-002	5.000000e-004
1.199028760131391e-005	1.001136e-001	5.000000e-004
1.199343045845677e-005	1.006165e-001	5.000000e-004
1.199657331559963e-005	1.010750e-001	5.000000e-004
1.199971617274249e-005	1.014891e-001	5.000000e-004
1.200285902988534e-005	1.018588e-001	5.000000e-004
1.200600188702820e-005	1.022000e-001	5.000000e-004
1.200914474417106e-005	1.025174e-001	5.000000e-004
1.201228760131392e-005	1.028109e-001	5.000000e-004
1.201543045845678e-005	1.030805e-001	5.000000e-004
1.201857331559964e-005	1.033263e-001	5.000000e-004
1.202171617274250e-005	1.035481e-001	5.000000e-004
1.202485902988535e-005	1.037461e-001	5.000000e-004
1.202814474417107e-005	1.039366e-001	5.000000e-004
1.203143045845679e-005	1.041132e-001	5.000000e-004
1.203471617274250e-005	1.042761e-001	5.000000e-004
1.203800188702822e-005	1.044252e-001	5.000000e-004
1.204128760131393e-005	1.045604e-001	5.000000e-004
1.204457331559965e-005	1.046819e-001	5.000000e-004
1.204785902988537e-005	1.047895e-001	5.000000e-004
1.205114474417108e-005	1.048887e-001	5.000000e-004
1.205443045845680e-005	1.049806e-001	5.000000e-004
1.205771617274251e-005	1.050654e-001	5.000000e-004
1.206100188702823e-005	1.051430e-001	5.000000e-004
1.206428760131394e-005	1.052134e-001	5.000000e-004
1.206757331559966e-005	1.052766e-001	5.000000e-004
1.207085902988538e-005	1.053326e-001	5.000000e-004
1.207428760131395e-005	1.053863e-001	5.000000e-004
1.207771617274252e-005	1.054359e-001	5.000000e-004
1.208114474417110e-005	1.054816e-001	5.000000e-004
1.208457331559967e-005	1.055232e-001	5.000000e-004
1.208800188702824e-005	1.055607e-001	5.000000e-004
1.209143045845682e-005	1.055943e-001	5.000000e-004
1.209485902988539e-005	1.056239e-001	5.000000e-004
1.209857331559968e-005	1.056531e-001	5.000000e-004
1.210228760131396e-005	1.056800e-001	5.000000e-004
1.210600188702825e-005	1.057045e-001	5.000000e-004
1.210971617274254e-005	1.057268e-001	5.000000e-004
1.211343045845683e-005	1.057467e-001	5.000000e-004
1.211714474417111e-005	1.057643e-001	5.000000e-004
1.212085902988540e-005	1.057795e-001	5.000000e-004
1.212500188702826e-005	1.057950e-001	5.000000e-004
1.212914474417112e-005	1.058090e-001	5.000000e-004
1.213328760131398e-005	1.058218e-001	5.000000e-004
1.213743045845684e-005	1.058332e-001	5.000000e-004
1.214157331559970e-005	1.058433e-001	5.000000e-004
1.214571617274256e-005	1.058521e-001	5.000000e-004
1.214985902988542e-005	1.058595e-001	5.000000e-004
1.215500188702828e-005	1.058677e-001	5.000000e-004
1.216014474417114e-005	1.058751e-001	5.000000e-004
1.216528760131400e-005	1.058816e-001	5.000000e-004
1.217043045845686e-005	1.058874e-001	5.000000e-004
1.217557331559971e-005	1.058923e-001	5.000000e-004
1.218071617274258e-005	1.058964e-001	5.000000e-004
1.218585902988543e-005	1.058996e-001	5.000000e-004
1.219014474417115e-005	1.059021e-001	5.000000e-004
1.219443045845687e-005	1.059044e-001	5.000000e-004
1.219871617274258e-005	1.059065e-001	5.000000e-004
1.220300188702830e-005	1.059084e-001	5.000000e-004
1.220728760131402e-005	1.059100e-001	5.000000e-004
1.221157331559973e-005	1.059114e-001	5.000000e-004
1.221585902988545e-005	1.059126e-001	5.000000e-004
1.221685902988545e-005	1.059128e-001	5.000000e-004
1.222700188702831e-005	1.059149e-001	5.000000e-004
1.223714474417117e-005	1.059167e-001	5.000000e-004
1.224728760131404e-005	1.059182e-001	5.000000e-004
1.225743045845690e-005	1.059194e-001	5.000000e-004
1.226757331559976e-005	1.059202e-001	5.000000e-004
1.227771617274262e-005	1.059208e-001	5.000000e-004
1.228785902988549e-005	1.059210e-001	5.000000e-004
1.231885902988550e-005	1.059216e-001	5.000000e-004
1.234985902988552e-005	1.059220e-001	5.000000e-004
1.238085902988553e-005	1.059223e-001	5.000000e-004
1.241185902988555e-005	1.059225e-001	5.000000e-004
1.244285902988556e-005	1.059227e-001	5.000000e-004
1.247385902988558e-005	1.059227e-001	5.000000e-004
1.250485902988559e-005	1.059226e-001	5.000000e-004
1.251685902988560e-005	1.059226e-001	5.000000e-004
1.281685902988575e-005	1.059231e-001	5.000000e-004
1.311685902988590e-005	1.059235e-001	5.000000e-004
1.341685902988605e-005	1.059240e-001	5.000000e-004
1.371685902988620e-005	1.059245e-001	5.000000e-004
1.390100000000000e-005	1.059247e-001	5.000000e-004
1.390103083586355e-005	1.059245e-001	4.845821e-004
1.390109250759064e-005	1.059234e-001	4.537462e-004
1.390121585104483e-005	1.059178e-001	3.920745e-004
1.390146253795322e-005	1.058987e-001	2.687310e-004
1.390161154099085e-005	1.058826e-001	1.942295e-004
1.390170199392472e-005	1.058702e-001	1.490030e-004
1.390181909413226e-005	1.058503e-001	9.045294e-005
1.390200000000000e-005	1.058151e-001	0.000000e+000
1.390201809058677e-005	1.058110e-001	0.000000e+000
1.390205427176032e-005	1.058026e-001	0.000000e+000
1.390212663410742e-005	1.057858e-001	0.000000e+000
1.390227135880160e-005	1.057508e-001	0.000000e+000
1.390256080818998e-005	1.056745e-001	0.000000e+000
1.390289273418940e-005	1.055729e-001	0.000000e+000
1.390355658618823e-005	1.053322e-001	0.000000e+000
1.390434687840296e-005	1.049911e-001	0.000000e+000
1.390534687840296e-005	1.044817e-001	0.000000e+000
1.390634687840296e-005	1.038970e-001	0.000000e+000
1.390734687840296e-005	1.032432e-001	0.000000e+000
1.390834687840296e-005	1.025304e-001	0.000000e+000
1.390934687840296e-005	1.017674e-001	0.000000e+000
1.391034687840296e-005	1.009624e-001	0.000000e+000
1.391134687840296e-005	1.001226e-001	0.000000e+000
1.391234687840296e-005	9.925430e-002	0.000000e+000
1.391334687840296e-005	9.836327e-002	0.000000e+000
1.391534687840296e-005	9.653281e-002	0.000000e+000
1.391734687840296e-005	9.466549e-002	0.000000e+000
1.391934687840296e-005	9.278823e-002	0.000000e+000
1.392234687840297e-005	8.999817e-002	0.000000e+000
1.392420402126011e-005	8.829593e-002	0.000000e+000
1.392606116411725e-005	8.664271e-002	0.000000e+000
1.392791830697440e-005	8.503851e-002	0.000000e+000
1.392977544983154e-005	8.348333e-002	0.000000e+000
1.393163259268868e-005	8.197718e-002	0.000000e+000
1.393348973554583e-005	8.052005e-002	0.000000e+000
1.393534687840297e-005	7.911193e-002	0.000000e+000
1.393848973554583e-005	7.688497e-002	0.000000e+000
1.394163259268869e-005	7.480021e-002	0.000000e+000
1.394477544983155e-005	7.285764e-002	0.000000e+000
1.394791830697441e-005	7.105728e-002	0.000000e+000
1.395106116411726e-005	6.939911e-002	0.000000e+000
1.395420402126012e-005	6.788315e-002	0.000000e+000
1.395734687840298e-005	6.650938e-002	0.000000e+000
1.396048973554584e-005	6.524846e-002	0.000000e+000
1.396363259268870e-005	6.407429e-002	0.000000e+000
1.396677544983156e-005	6.298686e-002	0.000000e+000
1.396991830697442e-005	6.198618e-002	0.000000e+000
1.397306116411728e-005	6.107224e-002	0.000000e+000
1.397620402126014e-005	6.024505e-002	0.000000e+000
1.397934687840299e-005	5.950460e-002	0.000000e+000
1.398220402126014e-005	5.887985e-002	0.000000e+000
1.398506116411728e-005	5.829553e-002	0.000000e+000
1.398791830697443e-005	5.775162e-002	0.000000e+000
1.399077544983157e-005	5.724813e-002	0.000000e+000
1.399363259268872e-005	5.678506e-002	0.000000e+000
1.399648973554586e-005	5.636242e-002	0.000000e+000
1.399934687840300e-005	5.598019e-002	0.000000e+000
1.400034687840300e-005	5.585098e-002	0.000000e+000
1.400348973554586e-005	5.547401e-002	0.000000e+000
1.400663259268872e-005	5.512341e-002	0.000000e+000
1.400977544983158e-005	5.479919e-002	0.000000e+000
1.401291830697444e-005	5.450134e-002	0.000000e+000
1.401606116411730e-005	5.422986e-002	0.000000e+000
1.401920402126016e-005	5.398475e-002	0.000000e+000
1.402234687840301e-005	5.376601e-002	0.000000e+000
1.402563259268873e-005	5.355560e-002	0.000000e+000
1.402891830697445e-005	5.336043e-002	0.000000e+000
1.403220402126016e-005	5.318051e-002	0.000000e+000
1.403548973554588e-005	5.301583e-002	0.000000e+000
1.403877544983159e-005	5.286640e-002	0.000000e+000
1.404206116411731e-005	5.273221e-002	0.000000e+000
1.404534687840303e-005	5.261327e-002	0.000000e+000
1.404863259268874e-005	5.250376e-002	0.000000e+000
1.405191830697446e-005	5.240218e-002	0.000000e+000
1.405520402126017e-005	5.230853e-002	0.000000e+000
1.405848973554589e-005	5.222282e-002	0.000000e+000
1.406177544983161e-005	5.214505e-002	0.000000e+000
1.406506116411732e-005	5.207522e-002	0.000000e+000
1.406834687840304e-005	5.201332e-002	0.000000e+000
1.407177544983161e-005	5.195404e-002	0.000000e+000
1.407520402126018e-005	5.189921e-002	0.000000e+000
1.407863259268876e-005	5.184881e-002	0.000000e+000
1.408206116411733e-005	5.180285e-002	0.000000e+000
1.408548973554590e-005	5.176133e-002	0.000000e+000
1.408891830697448e-005	5.172425e-002	0.000000e+000
1.409234687840305e-005	5.169160e-002	0.000000e+000
1.409591830697448e-005	5.166047e-002	0.000000e+000
1.409948973554591e-005	5.163175e-002	0.000000e+000
1.410306116411734e-005	5.160543e-002	0.000000e+000
1.410663259268877e-005	5.158151e-002	0.000000e+000
1.411020402126020e-005	5.156000e-002	0.000000e+000
1.411377544983163e-005	5.154089e-002	0.000000e+000
1.411734687840306e-005	5.152419e-002	0.000000e+000
1.412134687840306e-005	5.150722e-002	0.000000e+000
1.412534687840307e-005	5.149169e-002	0.000000e+000
1.412934687840307e-005	5.147757e-002	0.000000e+000
1.413334687840307e-005	5.146488e-002	0.000000e+000
1.413734687840307e-005	5.145362e-002	0.000000e+000
1.414134687840307e-005	5.144378e-002	0.000000e+000
1.414534687840308e-005	5.143537e-002	0.000000e+000
1.415020402126022e-005	5.142627e-002	0.000000e+000
1.415506116411737e-005	5.141805e-002	0.000000e+000
1.415991830697451e-005	5.141070e-002	0.000000e+000
1.416477544983166e-005	5.140423e-002	0.000000e+000
1.416963259268880e-005	5.139864e-002	0.000000e+000
1.417448973554595e-005	5.139393e-002	0.000000e+000
1.417934687840309e-005	5.139009e-002	0.000000e+000
1.418606116411738e-005	5.138553e-002	0.000000e+000
1.419277544983167e-005	5.138152e-002	0.000000e+000
1.419948973554596e-005	5.137804e-002	0.000000e+000
1.420620402126025e-005	5.137511e-002	0.000000e+000
1.421291830697454e-005	5.137272e-002	0.000000e+000
1.421963259268883e-005	5.137088e-002	0.000000e+000
1.422634687840312e-005	5.136957e-002	0.000000e+000
1.423677544983169e-005	5.136790e-002	0.000000e+000
1.424720402126027e-005	5.136647e-002	0.000000e+000
1.425763259268885e-005	5.136530e-002	0.000000e+000
1.426806116411742e-005	5.136439e-002	0.000000e+000
1.427848973554600e-005	5.136372e-002	0.000000e+000
1.428891830697458e-005	5.136331e-002	0.000000e+000
1.429934687840315e-005	5.136315e-002	0.000000e+000
1.430034687840315e-005	5.136312e-002	0.000000e+000
1.434134687840317e-005	5.136275e-002	0.000000e+000
1.438234687840319e-005	5.136246e-002	0.000000e+000
1.442334687840321e-005	5.136224e-002	0.000000e+000
1.446434687840324e-005	5.136211e-002	0.000000e+000
1.450534687840326e-005	5.136205e-002	0.000000e+000
1.454634687840328e-005	5.136207e-002	0.000000e+000
1.458734687840330e-005	5.136217e-002	0.000000e+000
1.460034687840330e-005	5.136217e-002	0.000000e+000
1.490034687840345e-005	5.136211e-002	0.000000e+000
1.499934687840350e-005	5.136210e-002	0.000000e+000
1.500000000000000e-005	5.136210e-002	0.000000e+000
